sentence	sentence_tagged	regulator	regulated	span_regulator_regulated	label
The identification of NagC as an activator of fimB expression indicated that the expression of the recombinase would be inhibited by GlcNAc .	The identification of @TF$ as an activator of @Regulated$ expression indicated that the expression of the recombinase would be inhibited by GlcNAc .	NagC	fimB	[[22, 26], [46, 50]]	activator
As at the yeaR promoter , nitrate - dependent induction can be repressed by Fis that binds to a single site overlapping the upstream DNA site for NarL .	As at the @Regulated$ promoter , nitrate - dependent induction can be repressed by @TF$ that binds to a single site overlapping the upstream DNA site for NarL .	Fis	yeaR	[[76, 79], [10, 14]]	repressor
Like MalE - SoxS , MarA ( i ) activated the transcription of zwf , fpr , fumC , micF , nfo , and sodA ; ( ii ) required a 21 - bp  soxbox  sequence to activate zwf transcription ; and ( iii ) was  ambidextrous ,  i . e . , required the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF .	Like MalE - @TF$ , MarA ( i ) activated the transcription of zwf , fpr , fumC , @Regulated$ , nfo , and sodA ; ( ii ) required a 21 - bp  soxbox  sequence to activate zwf transcription ; and ( iii ) was  ambidextrous ,  i . e . , required the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF .	SoxS	micF	[[12, 16], [80, 84]]	activator
The known SoxS - activated genes are sodA ( encoding Mnsuperoxide dismutase ) , fpr ( NADPH - ferredoxin oxidoreductase ) , micF ( antisense RNA , repressor of OmpF translation ) , ribA ( cyclic GMP hydrolase ) , inaA ( unknown function ) , fldA and fldB ( flavodoxins A and B ) , nfo ( endonuclease IV ) , marRAB ( multiple - antibiotic - resistance operon ) , nfsA ( also called mdaA , a nitroreductase ) , zwf ( glucose - 6 - phosphate dehydrogenase ) , fur ( an iron - binding repressor of iron uptake ) , fumC ( fumarase C ) , acnA ( aconitase ) , tolC ( outer membrane protein ) , acrAB ( drug efflux pump ) , and rimK ( a modifier of ribosomal protein S6 ) .	The known @TF$ - activated genes are sodA ( encoding Mnsuperoxide dismutase ) , @Regulated$ ( NADPH - ferredoxin oxidoreductase ) , micF ( antisense RNA , repressor of OmpF translation ) , ribA ( cyclic GMP hydrolase ) , inaA ( unknown function ) , fldA and fldB ( flavodoxins A and B ) , nfo ( endonuclease IV ) , marRAB ( multiple - antibiotic - resistance operon ) , nfsA ( also called mdaA , a nitroreductase ) , zwf ( glucose - 6 - phosphate dehydrogenase ) , fur ( an iron - binding repressor of iron uptake ) , fumC ( fumarase C ) , acnA ( aconitase ) , tolC ( outer membrane protein ) , acrAB ( drug efflux pump ) , and rimK ( a modifier of ribosomal protein S6 ) .	SoxS	fpr	[[10, 14], [80, 83]]	activator
The inability of NarL to activate napF operon expression led us to hypothesize that NarL is deficient in the mechanism by which NarP activates transcription from the 44.5 binding site ( 9 ) .	The inability of NarL to activate @Regulated$ operon expression led us to hypothesize that NarL is deficient in the mechanism by which @TF$ activates transcription from the 44.5 binding site ( 9 ) .	NarP	napF	[[128, 132], [34, 38]]	activator
NagC represses nagE , encoding the N - acetylglucosamine - specific transporter , while Mlc represses three PTS operons , ptsG , manXYZ and ptsHIcrr , involved in the uptake of glucose .	NagC represses nagE , encoding the N - acetylglucosamine - specific transporter , while @TF$ represses three PTS operons , @Regulated$ , manXYZ and ptsHIcrr , involved in the uptake of glucose .	Mlc	ptsG	[[88, 91], [122, 126]]	repressor
Transcriptional co - activation at the ansB promoters : involvement of the activating regions of CRP and FNR when bound in tandem .	Transcriptional co - activation at the @Regulated$ promoters : involvement of the activating regions of @TF$ and FNR when bound in tandem .	CRP	ansB	[[97, 100], [39, 43]]	activator
To verify that Mlc does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or NagC was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the nagBE â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .	To verify that Mlc does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or @TF$ was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the @Regulated$ â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .	NagC	nagBE	[[126, 130], [264, 269]]	no_relation
Of the remaining seven SoxS - activated genes , five ( nfo , rimK , tolC , fldB , and mdaA ) were activated with values below threshold while one ( ribA ) appeared slightly repressed .	Of the remaining seven @TF$ - activated genes , five ( nfo , rimK , tolC , @Regulated$ , and mdaA ) were activated with values below threshold while one ( ribA ) appeared slightly repressed .	SoxS	fldB	[[23, 27], [75, 79]]	activator
First , expression of the inner membrane transporter chbCBA is activated directly by the ChbR protein , which allows entry of Chb - 6P and generation of the specific ChbR - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .	First , expression of the inner membrane transporter @Regulated$ is activated directly by the @TF$ protein , which allows entry of Chb - 6P and generation of the specific ChbR - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .	ChbR	chbCBA	[[89, 93], [53, 59]]	activator
This result implies that the binding of two dimers of IciA protein to the IciA I site is required for the activation of RNA polymerase binding to the dnaA promoter 1P .	This result implies that the binding of two dimers of @TF$ protein to the IciA I site is required for the activation of RNA polymerase binding to the @Regulated$ promoter 1P .	IciA	dnaA	[[54, 58], [150, 154]]	no_relation
They demonstrated that acnA has two promoters , P1 and P2 , the latter being regulated by SoxS , FNR , CRP and ArcA .	They demonstrated that @Regulated$ has two promoters , P1 and P2 , the latter being regulated by @TF$ , FNR , CRP and ArcA .	SoxS	acnA	[[90, 94], [23, 27]]	regulator
The relative degrees of repression of the ydhY ÔÇô lacZ fusion in the presence of nitrite ( approximately twofold ) or nitrate ( ~ 13 - fold ) suggest that NarL - mediated inhibition of FNR recruitment is a key component of the regulation of the ydhY ÔÇô T promoter , and that NarP - mediated inhibition of RNA polymerase binding is partially overcome by the ability of FNR to recruit RNA polymerase .	The relative degrees of repression of the ydhY ÔÇô lacZ fusion in the presence of nitrite ( approximately twofold ) or nitrate ( ~ 13 - fold ) suggest that @TF$ - mediated inhibition of FNR recruitment is a key component of the regulation of the @Regulated$ ÔÇô T promoter , and that NarP - mediated inhibition of RNA polymerase binding is partially overcome by the ability of FNR to recruit RNA polymerase .	NarL	ydhY	[[156, 160], [246, 250]]	repressor
Mutagenesis of the Fnr recognition sequence at the dmsA promoter region confirmed the contribution of Fnr in the 100 - fold activation of dmsABC expression and explored the DNA sequence and spacing requirements for the Fnr recognition site at the P1 promoter .	Mutagenesis of the @TF$ recognition sequence at the dmsA promoter region confirmed the contribution of Fnr in the 100 - fold activation of @Regulated$ expression and explored the DNA sequence and spacing requirements for the Fnr recognition site at the P1 promoter .	Fnr	dmsABC	[[19, 22], [138, 144]]	no_relation
Thus , it seems that Fnr can regulate adhE expression from the downstream transcriptional start site only in the physical absence of the upstream region .	Thus , it seems that @TF$ can regulate @Regulated$ expression from the downstream transcriptional start site only in the physical absence of the upstream region .	Fnr	adhE	[[21, 24], [38, 42]]	regulator
Fis represses the ogt promoter by displacing upstream - bound NarL To investigate a role of Fis at the ogt promoter , expression of the ogt : : lac fusion was compared in strain JCB387 and in the fis mutant derivative , JCB3871 .	 @TF$  represses the ogt promoter by displacing upstream - bound NarL To investigate a role of Fis at the @Regulated$ promoter , expression of the ogt : : lac fusion was compared in strain JCB387 and in the fis mutant derivative , JCB3871 .	Fis	ogt	[[0, 3], [103, 106]]	no_relation
174 , No . 15 Localization of Upstream Sequence Elements Required for Nitrate and Anaerobic Induction of fdn ( Formate Dehydrogenase - N ) Operon Expression in Escherichia coli K - 12 JING LI ' AND VALLEY STEWART ' 2 * Sections of Microbiology ' and Genetics &amp; Development , 2 Cornell University , Ithaca , New York 14853 - 8101 Received 25 March 1992 / Accepted 19 May 1992 Two transcriptional activators , the FNR and NARL proteins , are required for induction of the fdnGHI operon , encoding Escherichia coli formate dehydrogenase - N .	174 , No . 15 Localization of Upstream Sequence Elements Required for Nitrate and Anaerobic Induction of fdn ( Formate Dehydrogenase - N ) Operon Expression in Escherichia coli K - 12 JING LI ' AND VALLEY STEWART ' 2 * Sections of Microbiology ' and Genetics &amp; Development , 2 Cornell University , Ithaca , New York 14853 - 8101 Received 25 March 1992 / Accepted 19 May 1992 Two transcriptional activators , the @TF$ and NARL proteins , are required for induction of the @Regulated$ operon , encoding Escherichia coli formate dehydrogenase - N .	FNR	fdnGHI	[[416, 419], [474, 480]]	activator
Since we have shown previously that MalE - SoxS and MarA are sufficient for the in vitro transcriptional activation of the zwf , fpr , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .	Since we have shown previously that MalE - SoxS and @TF$ are sufficient for the in vitro transcriptional activation of the zwf , @Regulated$ , fumC , micF , nfo , and sodA promoters ( i . e . , additional factors are not required ) ( 18 , 19 ) , we conducted similar studies with purified Rob protein .	MarA	fpr	[[52, 56], [129, 132]]	activator
The same concentration and batch of MarA protein , on the other hand , repressed both purA and hdeA ( Fig . 2 ) .	The same concentration and batch of @TF$ protein , on the other hand , repressed both purA and @Regulated$ ( Fig . 2 ) .	MarA	hdeA	[[36, 40], [95, 99]]	repressor
A single base substitution in the left half - site when combined with the Fnr consensus sequence at the right half - site exhibited a 138 - fold activation of dmsA - lacZ expression ( Figure 1 , ?JA450 ) , an induction equivalent to the wild - type dmsA promoter that has the symmetrical deviation in the right half - site ( ca . 114 - fold ) .	A single base substitution in the left half - site when combined with the @TF$ consensus sequence at the right half - site exhibited a 138 - fold activation of dmsA - lacZ expression ( Figure 1 , ?JA450 ) , an induction equivalent to the wild - type @Regulated$ promoter that has the symmetrical deviation in the right half - site ( ca . 114 - fold ) .	Fnr	dmsA	[[74, 77], [249, 253]]	no_relation
In contrast , the repression of both soxS and rob by SoxS , Rob , or MarA occurs via a yet to be identified binding site ( s ) within the sox and rob promoter regions ( 15 , 16 ) .	In contrast , the repression of both @Regulated$ and rob by SoxS , @TF$ , or MarA occurs via a yet to be identified binding site ( s ) within the sox and rob promoter regions ( 15 , 16 ) .	Rob	soxS	[[60, 63], [37, 41]]	repressor
Figure 1 NarL regulates the E . coli yeaR promoter ( A ) This Figure shows the E . coli K - 12 yeaR promoter sequence from positions 64 to + 86 with respect to the transcription start site ( + 1 ) ( 12 ) .	Figure 1 @TF$ regulates the E . coli yeaR promoter ( A ) This Figure shows the E . coli K - 12 @Regulated$ promoter sequence from positions 64 to + 86 with respect to the transcription start site ( + 1 ) ( 12 ) .	NarL	yeaR	[[9, 13], [95, 99]]	no_relation
The simultaneous binding of repressor and activator type proteins to nag DNA implies two corollaries : ( 1 ) NagC does not repress by competition with CAP and ( 2 ) CAP does not activate by displacing NagC .	The simultaneous binding of repressor and activator type proteins to @Regulated$ DNA implies two corollaries : ( 1 ) NagC does not repress by competition with CAP and ( 2 ) CAP does not activate by displacing @TF$ .	CAP	nag	[[201, 205], [69, 72]]	no_relation
Optimal MelR - dependent repression of the melR promoter depends on upstream sequences Transcription initiation of the melR promoter is dependent on the binding of CRP to a 22 bp DNA site centered at position 241.5 , but sequences further upstream are not essential ( Webster et al . , 1988 ) .	Optimal @TF$ - dependent repression of the @Regulated$ promoter depends on upstream sequences Transcription initiation of the melR promoter is dependent on the binding of CRP to a 22 bp DNA site centered at position 241.5 , but sequences further upstream are not essential ( Webster et al . , 1988 ) .	MelR	melR	[[8, 12], [43, 47]]	repressor
The expression of ptsG is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to Mlc repression .	The expression of @Regulated$ is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to @TF$ repression .	Mlc	ptsG	[[126, 129], [18, 22]]	repressor
Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of @TF$ by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	FucR	fucPIK	[[197, 201], [26, 32]]	no_relation
These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .	These observations indicate that the inhibition of binding of RNA polymerase to the @Regulated$ promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two @TF$ monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .	DnaA	dnaA	[[221, 225], [84, 88]]	no_relation
Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight Rob - regulated targets , namely inaA , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	Transposon mutagenesis experiments aimed at defining the Rob regulon revealed eight @TF$ - regulated targets , namely @Regulated$ , marRAB , aslB , ybaO , mdlA , yfhD , ybiS , and galT ( 10 ) , some of which are also known members of the mar and sox regulons ( 11 ) .	Rob	inaA	[[84, 87], [117, 121]]	regulator
NagC repression is critical in maintaining chiP mRNA levels low enough , relative to ChiX , to allow full silencing by this sRNA .	NagC repression is critical in maintaining @Regulated$ mRNA levels low enough , relative to @TF$ , to allow full silencing by this sRNA .	ChiX	chiP	[[85, 89], [43, 47]]	repressor
The organization of the putative NarL sites in the dcuB operator - promoter region clearly does not conform to the preferred 7 - 2 - 7 arrangement , which is consistent with the observation that NarL , but not NarP , represses dcuB expression .	The organization of the putative NarL sites in the @Regulated$ operator - promoter region clearly does not conform to the preferred 7 - 2 - 7 arrangement , which is consistent with the observation that @TF$ , but not NarP , represses dcuB expression .	NarL	dcuB	[[195, 199], [51, 55]]	no_relation
Note that the magnitude of the effect of CRP on activation of the melAB promoter in the in vitro transcription experiment ( Fig . 2B ) is less than might have been expected from the footprinting and in vivo experiments ( Fig . 4 and Table 1 ) .	Note that the magnitude of the effect of @TF$ on activation of the @Regulated$ promoter in the in vitro transcription experiment ( Fig . 2B ) is less than might have been expected from the footprinting and in vivo experiments ( Fig . 4 and Table 1 ) .	CRP	melAB	[[41, 44], [66, 71]]	activator
Evidence for multiple OmpR - binding sites in the upstream activation sequence of the ompC promoter in Escherichia coli : a single OmpR - binding site is capable of activating the promoter .	Evidence for multiple OmpR - binding sites in the upstream activation sequence of the @Regulated$ promoter in Escherichia coli : a single @TF$ - binding site is capable of activating the promoter .	OmpR	ompC	[[131, 135], [86, 90]]	no_relation
These results establish the unconventional napF operon control region architecture , in which the major promoter P1 is activated by the Fnr protein bound to a site centered at 64.5 with respect to the transcription initiation site , working in conjunction with the phospho - NarP protein bound to a site centered at 44.5 .	These results establish the unconventional @Regulated$ operon control region architecture , in which the major promoter P1 is activated by the @TF$ protein bound to a site centered at 64.5 with respect to the transcription initiation site , working in conjunction with the phospho - NarP protein bound to a site centered at 44.5 .	Fnr	napF	[[136, 139], [43, 47]]	activator
Curiously , Barbosa and Levy ( Barbosa and Levy 2000 ) found elevated gatA and gatC transcription due to MarA expression , and Pomposiello and colleagues ( Pomposiello et al . , 2001 ) found elevated gatA , gatB and gatD upon treating cells with paraquat , and elevated gatZ , gatA , gatB , gatC and gatD upon treating cells with salicylate .	Curiously , Barbosa and Levy ( Barbosa and Levy 2000 ) found elevated gatA and gatC transcription due to @TF$ expression , and Pomposiello and colleagues ( Pomposiello et al . , 2001 ) found elevated gatA , gatB and gatD upon treating cells with paraquat , and elevated gatZ , gatA , gatB , @Regulated$ and gatD upon treating cells with salicylate .	MarA	gatC	[[105, 109], [291, 295]]	no_relation
Both the aerobic and anaerobic expression levels of dcuB were only ca . twofold lower in the arcA mutant ( JRG3841 ) , indicating that ArcA plays no more than a minor role in regulating dcuB expression in response to oxygen ( Fig . 5B ) and that ArcA is not responsible for the FNR - independent mechanism of anaerobic activation of dcuB transcription .	Both the aerobic and anaerobic expression levels of @Regulated$ were only ca . twofold lower in the arcA mutant ( JRG3841 ) , indicating that ArcA plays no more than a minor role in regulating dcuB expression in response to oxygen ( Fig . 5B ) and that @TF$ is not responsible for the FNR - independent mechanism of anaerobic activation of dcuB transcription .	ArcA	dcuB	[[246, 250], [52, 56]]	no_relation
In subsequent work ( Williams et al . , 1994 ) , we were able to prove that MelR binding to both these sites ( called Site 1 and Site 2 ; see Fig . 1A ) is necessary for melibiose - dependent activation of the melAB promoter in vivo .	In subsequent work ( Williams et al . , 1994 ) , we were able to prove that @TF$ binding to both these sites ( called Site 1 and Site 2 ; see Fig . 1A ) is necessary for melibiose - dependent activation of the @Regulated$ promoter in vivo .	MelR	melAB	[[76, 80], [210, 215]]	activator
In a strain with a wild - type chromosomal marRAB operon , Rob activates the promoter , and therefore the rob + mar + strain produces more MarR repressor than the rob mar + strain .	In a strain with a wild - type chromosomal @Regulated$ operon , @TF$ activates the promoter , and therefore the rob + mar + strain produces more MarR repressor than the rob mar + strain .	Rob	marRAB	[[59, 62], [43, 49]]	activator
In a control experiment , the activity of the Fnr ( D154A ) protein was confirmed by its ability to activate transcription of the Fnr - dependent dmsA promoter in vitro ( data not shown ) .	In a control experiment , the activity of the @TF$ ( D154A ) protein was confirmed by its ability to activate transcription of the Fnr - dependent @Regulated$ promoter in vitro ( data not shown ) .	Fnr	dmsA	[[46, 49], [146, 150]]	no_relation
As expected , the RH180 substitution had little effect on CRP dependent activation of the wild - type melAB promoter .	As expected , the RH180 substitution had little effect on @TF$ dependent activation of the wild - type @Regulated$ promoter .	CRP	melAB	[[58, 61], [102, 107]]	activator
LysR also mediates Lys repression ( of lysA ) , but in this case it has been suggested that the coeffector ligand is diaminopimelic acid ( which is the substrate for lysA ) and that the latter â€™ s binding to LysR converts it into its activator conformation ( 30 , 36 ) 	LysR also mediates Lys repression ( of @Regulated$ ) , but in this case it has been suggested that the coeffector ligand is diaminopimelic acid ( which is the substrate for lysA ) and that the latter â€™ s binding to @TF$ converts it into its activator conformation ( 30 , 36 ) 	LysR	lysA	[[210, 214], [39, 43]]	repressor
The strong upregulation of nfnB by the plasmidspecified MarA observed in this study contrasts with the reported weaker upregulation of NfnB activity and nfnB expression by SoxS ( Liochev et al . , 1999 ; Pomposiello et al . , 2001 ) .	The strong upregulation of nfnB by the plasmid specified MarA observed in this study contrasts with the reported weaker upregulation of NfnB activity and @Regulated$ expression by @TF$ ( Liochev et al . , 1999 ; Pomposiello et al . , 2001 ) .	SoxS	nfnB	[[177, 178], [158, 168]]	no_relation
We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of IciA protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of dnaA promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the IciA I site .	We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of IciA protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the @TF$ I site .	IciA	dnaA	[[372, 376], [250, 254]]	no_relation
This is likely due to the greater extent of activation by SoxS of promoters involved in superoxide defense , e . g . , acnA , fpr , zwf , fumC , and sodA .	This is likely due to the greater extent of activation by @TF$ of promoters involved in superoxide defense , e . g . , acnA , fpr , zwf , fumC , and @Regulated$ .	SoxS	sodA	[[58, 62], [149, 153]]	activator
GntR represses the GntI genes gntKU and gntT , whereas GntH was previously suggested to be an activator for the GntII genes gntV and idnDO - gntWH .	GntR represses the GntI genes gntKU and gntT , whereas @TF$ was previously suggested to be an activator for the GntII genes @Regulated$ and idnDO - gntWH .	GntH	gntV	[[55, 59], [124, 128]]	activator
Results ArgP - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	Results ArgP - mediated regulation of E . coli argO Reconstitution of @TF$ - mediated regulation of @Regulated$ transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	ArgP	argO	[[70, 74], [100, 104]]	regulator
These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two DnaA monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the dnaA promoters .	These observations indicate that the inhibition of binding of RNA polymerase to the dnaA promoters is dependent upon the oligomerization of DnaA protein to regions flanking the DnaA box and that the binding of one or two @TF$ monomers to the DnaA box is not sufficient for occlusion of RNA polymerase from the @Regulated$ promoters .	DnaA	dnaA	[[221, 225], [310, 314]]	no_relation
So far , our results demonstrate that ArgP directly binds to the lysP promoter / control region and that the T - N 11 - A sequence located close to the RNA polymerase binding site is important for binding and crucial for lysP transcription .	So far , our results demonstrate that @TF$ directly binds to the @Regulated$ promoter / control region and that the T - N 11 - A sequence located close to the RNA polymerase binding site is important for binding and crucial for lysP transcription .	ArgP	lysP	[[38, 42], [65, 69]]	no_relation
RhaS activates transcription from rhaBAD , and transcription from the rhaS gene is controlled by RhaR ( 63 , 244 ) .	@TF$ activates transcription from @Regulated$ , and transcription from the rhaS gene is controlled by RhaR ( 63 , 244 ) .	RhaS	rhaBAD	[[0, 4], [34, 40]]	activator
Our results show that the fucPIK promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation , can be activated in the absence of FucR by a mutant CRP that uses three , rather than two , activating regions to contact RNA polymerase .	Our results show that the @Regulated$ promoter , a complex promoter which ordinarily depends on both CRP and the fucose - specific regulator FucR for its activation, can be activated in the absence of FucR by a mutant @TF$ that uses three , rather than two , activating regions to contact RNA polymerase .	CRP	fucPIK	[[207, 213], [26, 32]]	no_relation
As shown previously ( 16 ) , IciA protein activated transcription from the dnaA promoter 1P in the 488 bp EcoRI / HindIII fragment ( + IciA I , + IciA II ) of plasmid pHJ1 without affecting transcription from the promoter 2P ( Fig . 2A and B ) .	As shown previously ( 16 ) , @TF$ protein activated transcription from the @Regulated$ promoter 1P in the 488 bp EcoRI / HindIII fragment ( + IciA I , + IciA II ) of plasmid pHJ1 without affecting transcription from the promoter 2P ( Fig . 2A and B ) .	IciA	dnaA	[[29, 33], [75, 79]]	activator
Interdependence of activation at rhaSR by cyclic AMP receptor protein , the RNA polymerase alpha subunit C - terminal domain and RhaR .	Interdependence of activation at @Regulated$ by cyclic AMP receptor protein , the RNA polymerase alpha subunit C - terminal domain and @TF$ .	RhaR	rhaSR	[[129, 133], [33, 38]]	activator
This suggests that Fnr and NarP may act synergistically to activate napF operon expression .	This suggests that Fnr and @TF$ may act synergistically to activate @Regulated$ operon expression .	NarP	napF	[[27, 31], [68, 72]]	activator
Expression of acrZ is coregulated with acrAB and tolC by the MarA , Rob , and SoxS transcription factors .	Expression of @Regulated$ is coregulated with acrAB and tolC by the MarA , Rob , and @TF$ transcription factors .	SoxS	acrZ	[[78, 82], [14, 18]]	regulator
Role of multiple CytR binding sites on cooperativity , competition , and induction at the Escherichia coli udp promoter .	Role of multiple @TF$ binding sites on cooperativity , competition , and induction at the Escherichia coli @Regulated$ promoter .	CytR	udp	[[17, 21], [107, 110]]	activator
Under identical experimental conditions as for argO , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .	Under identical experimental conditions as for argO , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and @Regulated$ ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that @TF$ binding in these instances is Lys sensitive .	ArgP	lysP	[[390, 394], [160, 164]]	no_relation
Coincidence of the sites for SoxS - and Rob - mediated activation of zwf transcription in vitro .	Coincidence of the sites for @TF$ - and Rob - mediated activation of @Regulated$ transcription in vitro .	SoxS	zwf	[[29, 33], [69, 72]]	activator
For the nirBDC and nrfABCDEFG operons , Fnr protein , bound near position 41.5 , activates transcription maximally only when phospho - NarL or - NarP protein is bound further upstream to block inhibition by other proteins ( 2 , 8 , 59 ) .	For the nirBDC and @Regulated$ operons , Fnr protein , bound near position 41.5 , activates transcription maximally only when phospho - @TF$ or - NarP protein is bound further upstream to block inhibition by other proteins ( 2 , 8 , 59 ) .	NarL	nrfABCDEFG	[[135, 139], [19, 29]]	activator
Transcriptional co - activation at the ansB promoters : involvement of the activating regions of CRP and FNR when bound in tandem .	Transcriptional co - activation at the @Regulated$ promoters : involvement of the activating regions of @TF$ and FNR when bound in tandem .	CRP	ansB	[[97, 100], [39, 43]]	activator
ß - Galactosidase activity Promoter Mutated site minus NO 3 plus NO 3 Fold induction ogt100 93 + 1 439 + 12 4.7 ogt102 NarL I 92 + 5 107 + 6 1.2 ogt104 NarL II 56 + 2 87 + 3 1.6 the yeaR promoter is repressed by the binding of NsrR to a target that overlaps the 10 hexamer element ( Figure 1A ) [ 12,31,32 ] .	ß - Galactosidase activity Promoter Mutated site minus NO 3 plus NO 3 Fold induction ogt100 93 + 1 439 + 12 4.7 ogt102 NarL I 92 + 5 107 + 6 1.2 ogt104 NarL II 56 + 2 87 + 3 1.6 the @Regulated$ promoter is repressed by the binding of @TF$ to a target that overlaps the 10 hexamer element ( Figure 1A ) [ 12,31,32 ] .	NsrR	yeaR	[[227, 231], [182, 186]]	repressor
Transcription of gntT is activated by binding of the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex to a CRP binding site positioned at 71 upstream of the gntT transcription start site .	Transcription of gntT is activated by binding of the cyclic AMP ( cAMP ) - cAMP receptor protein ( CRP ) complex to a @TF$ binding site positioned at 71 upstream of the @Regulated$ transcription start site .	CRP	gntT	[[118, 121], [168, 172]]	no_relation
Under identical experimental conditions as for argO , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .	Under identical experimental conditions as for argO , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , @Regulated$ , lysA , lysC , and lysP ) were also bound by @TF$ , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .	ArgP	gdhA	[[186, 190], [135, 139]]	no_relation
To verify that Mlc does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or NagC was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the nagBE â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .	To verify that @TF$ does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or NagC was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the @Regulated$ â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .	Mlc	nagBE	[[15, 18], [264, 269]]	no_relation
